workflow_species_label	source_species_name	accepted_species_name	ncbi_taxon_id	parent_taxon_id	parent_taxon_name	lineage_taxon_ids	lineage_names	mapping_status	mapping_method	mapping_source	source_date	source_version	reviewed_by	reviewed_at_utc	review_note
Ixodes_scapularis	Ixodes scapularis	Ixodes scapularis	6945	6944	Ixodes	131567;2759;33154;33208;6072;33213;33317;1206794;88770;6656;6843;6854;6933;6934;6935;297308;6939;426442;6944	cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Chelicerata;Arachnida;Acari;Parasitiformes;Ixodida;Ixodoidea;Ixodidae;Ixodinae;Ixodes	REVIEWED	NCBI_TAXDUMP_EXACT_SCIENTIFIC_NAME	NCBI Taxonomy taxdump.tar.gz	2026-09-07	taxdump-2026-09-07T08:30Z	OpenAI Codex exact-match review for Peter Thorpe	2026-09-07T13:26:15.595489Z	Unique exact NCBI scientific-name match.
Leismania_major	Leismania major							UNMAPPED	NO_EXACT_NCBI_TAXDUMP_MATCH	NCBI Taxonomy taxdump.tar.gz	2026-09-07	taxdump-2026-09-07T08:30Z			No exact NCBI scientific-name or all-names match; manual review required.
Lepisosteus_oculatus	Lepisosteus oculatus	Lepisosteus oculatus	7918	7916	Lepisosteus	131567;2759;33154;33208;6072;33213;33511;7711;89593;7742;7776;117570;117571;7898;186623;41665;1489100;7914;7915;7916	cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Actinopterygii;Actinopteri;Neopterygii;Holostei;Semionotiformes;Lepisosteidae;Lepisosteus	REVIEWED	NCBI_TAXDUMP_EXACT_SCIENTIFIC_NAME	NCBI Taxonomy taxdump.tar.gz	2026-09-07	taxdump-2026-09-07T08:30Z	OpenAI Codex exact-match review for Peter Thorpe	2026-09-07T13:26:15.595489Z	Unique exact NCBI scientific-name match.
Macaca_mulatta	Macaca mulatta	Macaca mulatta	9544	9539	Macaca	131567;2759;33154;33208;6072;33213;33511;7711;89593;7742;7776;117570;117571;8287;1338369;32523;32524;40674;32525;9347;1437010;314146;9443;376913;314293;9526;314294;9527;9528;9539	cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Mammalia;Theria;Eutheria;Boreoeutheria;Euarchontoglires;Primates;Haplorrhini;Simiiformes;Catarrhini;Cercopithecoidea;Cercopithecidae;Cercopithecinae;Macaca	REVIEWED	NCBI_TAXDUMP_EXACT_SCIENTIFIC_NAME	NCBI Taxonomy taxdump.tar.gz	2026-09-07	taxdump-2026-09-07T08:30Z	OpenAI Codex exact-match review for Peter Thorpe	2026-09-07T13:26:15.595489Z	Unique exact NCBI scientific-name match.
Medicago_truncatula	Medicago truncatula	Medicago truncatula	3880	3877	Medicago	131567;2759;33090;35493;131221;3193;58023;78536;58024;3398;1437183;71240;91827;1437201;71275;91835;72025;3803;3814;2231393;2231382;2233838;2233839;163742;3877	cellular organisms;Eukaryota;Viridiplantae;Streptophyta;Streptophytina;Embryophyta;Tracheophyta;Euphyllophyta;Spermatophyta;Magnoliopsida;Mesangiospermae;eudicotyledons;Gunneridae;Pentapetalae;rosids;fabids;Fabales;Fabaceae;Papilionoideae;50 kb inversion clade;NPAAA clade;Hologalegina;IRL clade;Trifolieae;Medicago	REVIEWED	NCBI_TAXDUMP_EXACT_SCIENTIFIC_NAME	NCBI Taxonomy taxdump.tar.gz	2026-09-07	taxdump-2026-09-07T08:30Z	OpenAI Codex exact-match review for Peter Thorpe	2026-09-07T13:26:15.595489Z	Unique exact NCBI scientific-name match.
Monodelphis_domestica	Monodelphis domestica	Monodelphis domestica	13616	13615	Monodelphis	131567;2759;33154;33208;6072;33213;33511;7711;89593;7742;7776;117570;117571;8287;1338369;32523;32524;40674;32525;9263;38605;9265;126287;13615	cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Mammalia;Theria;Metatheria;Didelphimorphia;Didelphidae;Didelphinae;Monodelphis	REVIEWED	NCBI_TAXDUMP_EXACT_SCIENTIFIC_NAME	NCBI Taxonomy taxdump.tar.gz	2026-09-07	taxdump-2026-09-07T08:30Z	OpenAI Codex exact-match review for Peter Thorpe	2026-09-07T13:26:15.595489Z	Unique exact NCBI scientific-name match.
Monosiga_brevicollis	Monosiga brevicollis	Monosiga brevicollis	81824	81525	Monosiga	131567;2759;33154;28009;1924738;81529;81525	cellular organisms;Eukaryota;Opisthokonta;Choanoflagellata;Craspedida;Salpingoecidae;Monosiga	REVIEWED	NCBI_TAXDUMP_EXACT_SCIENTIFIC_NAME	NCBI Taxonomy taxdump.tar.gz	2026-09-07	taxdump-2026-09-07T08:30Z	OpenAI Codex exact-match review for Peter Thorpe	2026-09-07T13:26:15.595489Z	Unique exact NCBI scientific-name match.
Mus_musculus	Mus musculus	Mus musculus	10090	862507	Mus	131567;2759;33154;33208;6072;33213;33511;7711;89593;7742;7776;117570;117571;8287;1338369;32523;32524;40674;32525;9347;1437010;314146;314147;9989;1963758;337687;10066;39107;10088;862507	cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Mammalia;Theria;Eutheria;Boreoeutheria;Euarchontoglires;Glires;Rodentia;Myomorpha;Muroidea;Muridae;Murinae;Mus;Mus	REVIEWED	NCBI_TAXDUMP_EXACT_SCIENTIFIC_NAME	NCBI Taxonomy taxdump.tar.gz	2026-09-07	taxdump-2026-09-07T08:30Z	OpenAI Codex exact-match review for Peter Thorpe	2026-09-07T13:26:15.595489Z	Unique exact NCBI scientific-name match.
Nematostella_vectensis	Nematostella vectensis	Nematostella vectensis	45351	45350	Nematostella	131567;2759;33154;33208;6072;6073;6101;6102;6103;45349;45350	cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Cnidaria;Anthozoa;Hexacorallia;Actiniaria;Edwardsiidae;Nematostella	REVIEWED	NCBI_TAXDUMP_EXACT_SCIENTIFIC_NAME	NCBI Taxonomy taxdump.tar.gz	2026-09-07	taxdump-2026-09-07T08:30Z	OpenAI Codex exact-match review for Peter Thorpe	2026-09-07T13:26:15.595489Z	Unique exact NCBI scientific-name match.
Neosartorya_fumigata	Neosartorya fumigata	Aspergillus fumigatus	746128	2720872	Aspergillus subgen. Fumigati	131567;2759;33154;4751;451864;4890;716545;147538;716546;147545;451871;5042;1131492;5052;2720872	cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Pezizomycotina;leotiomyceta;Eurotiomycetes;Eurotiomycetidae;Eurotiales;Aspergillaceae;Aspergillus;Aspergillus subgen. Fumigati	REVIEWED	NCBI_TAXDUMP_EXACT_ALL_NAMES	NCBI Taxonomy taxdump.tar.gz	2026-09-07	taxdump-2026-09-07T08:30Z	OpenAI Codex exact-match review for Peter Thorpe	2026-09-07T13:26:15.595489Z	Unique exact NCBI synonym/all-names match; accepted scientific name is Aspergillus fumigatus.
Neurospora_crassa	Neurospora crassa	Neurospora crassa	5141	5140	Neurospora	131567;2759;33154;4751;451864;4890;716545;147538;716546;715989;147550;222544;5139;5148;5140	cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Pezizomycotina;leotiomyceta;sordariomyceta;Sordariomycetes;Sordariomycetidae;Sordariales;Sordariaceae;Neurospora	REVIEWED	NCBI_TAXDUMP_EXACT_SCIENTIFIC_NAME	NCBI Taxonomy taxdump.tar.gz	2026-09-07	taxdump-2026-09-07T08:30Z	OpenAI Codex exact-match review for Peter Thorpe	2026-09-07T13:26:15.595489Z	Unique exact NCBI scientific-name match.
Oryza_sativa	Oryza sativa	Oryza sativa	4530	4527	Oryza	131567;2759;33090;35493;131221;3193;58023;78536;58024;3398;1437183;4447;1437197;4734;38820;4479;359160;147367;147380;1648021;4527	cellular organisms;Eukaryota;Viridiplantae;Streptophyta;Streptophytina;Embryophyta;Tracheophyta;Euphyllophyta;Spermatophyta;Magnoliopsida;Mesangiospermae;Liliopsida;Petrosaviidae;commelinids;Poales;Poaceae;BOP clade;Oryzoideae;Oryzeae;Oryzinae;Oryza	REVIEWED	NCBI_TAXDUMP_EXACT_SCIENTIFIC_NAME	NCBI Taxonomy taxdump.tar.gz	2026-09-07	taxdump-2026-09-07T08:30Z	OpenAI Codex exact-match review for Peter Thorpe	2026-09-07T13:26:15.595489Z	Unique exact NCBI scientific-name match.
Oryzias_latipes	Oryzias latipes	Oryzias latipes	8090	8089	Oryzias	131567;2759;33154;33208;6072;33213;33511;7711;89593;7742;7776;117570;117571;7898;186623;41665;32443;1489341;186625;1489388;123365;123366;123367;123368;123369;1489872;1489908;1489913;76071;28781;47757;8088;8089	cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Actinopterygii;Actinopteri;Neopterygii;Teleostei;Osteoglossocephalai;Clupeocephala;Euteleosteomorpha;Neoteleostei;Eurypterygia;Ctenosquamata;Acanthomorphata;Euacanthomorphacea;Percomorphaceae;Ovalentaria;Atherinomorphae;Beloniformes;Adrianichthyoidei;Adrianichthyidae;Oryziinae;Oryzias	REVIEWED	NCBI_TAXDUMP_EXACT_SCIENTIFIC_NAME	NCBI Taxonomy taxdump.tar.gz	2026-09-07	taxdump-2026-09-07T08:30Z	OpenAI Codex exact-match review for Peter Thorpe	2026-09-07T13:26:15.595489Z	Unique exact NCBI scientific-name match.
Pan_troglodytes	Pan troglodytes	Pan troglodytes	9598	9596	Pan	131567;2759;33154;33208;6072;33213;33511;7711;89593;7742;7776;117570;117571;8287;1338369;32523;32524;40674;32525;9347;1437010;314146;9443;376913;314293;9526;314295;9604;207598;9596	cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Mammalia;Theria;Eutheria;Boreoeutheria;Euarchontoglires;Primates;Haplorrhini;Simiiformes;Catarrhini;Hominoidea;Hominidae;Homininae;Pan	REVIEWED	NCBI_TAXDUMP_EXACT_SCIENTIFIC_NAME	NCBI Taxonomy taxdump.tar.gz	2026-09-07	taxdump-2026-09-07T08:30Z	OpenAI Codex exact-match review for Peter Thorpe	2026-09-07T13:26:15.595489Z	Unique exact NCBI scientific-name match.
Paramecium_tetraurelia	Paramecium tetraurelia	Paramecium tetraurelia	5888	5884	Paramecium	131567;2759;2698737;33630;5878;431838;6020;33825;340080;5884	cellular organisms;Eukaryota;Sar;Alveolata;Ciliophora;Intramacronucleata;Oligohymenophorea;Peniculida;Parameciidae;Paramecium	REVIEWED	NCBI_TAXDUMP_EXACT_SCIENTIFIC_NAME	NCBI Taxonomy taxdump.tar.gz	2026-09-07	taxdump-2026-09-07T08:30Z	OpenAI Codex exact-match review for Peter Thorpe	2026-09-07T13:26:15.595489Z	Unique exact NCBI scientific-name match.
Phaeosphaeria_nodorum	Phaeosphaeria nodorum	Parastagonospora nodorum	13684	1351751	Parastagonospora	131567;2759;33154;4751;451864;4890;716545;147538;716546;715962;147541;451868;92860;715340;5020;1351751	cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Pezizomycotina;leotiomyceta;dothideomyceta;Dothideomycetes;Pleosporomycetidae;Pleosporales;Pleosporineae;Phaeosphaeriaceae;Parastagonospora	REVIEWED	NCBI_TAXDUMP_EXACT_ALL_NAMES	NCBI Taxonomy taxdump.tar.gz	2026-09-07	taxdump-2026-09-07T08:30Z	OpenAI Codex exact-match review for Peter Thorpe	2026-09-07T13:26:15.595489Z	Unique exact NCBI synonym/all-names match; accepted scientific name is Parastagonospora nodorum.
Physcomitrella_patens	Physcomitrella patens	Physcomitrium patens	3218	37414	Physcomitrium	131567;2759;33090;35493;131221;3193;3208;404260;3214;114656;3215;3216;37414	cellular organisms;Eukaryota;Viridiplantae;Streptophyta;Streptophytina;Embryophyta;Bryophyta;Bryophytina;Bryopsida;Funariidae;Funariales;Funariaceae;Physcomitrium	REVIEWED	NCBI_TAXDUMP_EXACT_ALL_NAMES	NCBI Taxonomy taxdump.tar.gz	2026-09-07	taxdump-2026-09-07T08:30Z	OpenAI Codex exact-match review for Peter Thorpe	2026-09-07T13:26:15.595489Z	Unique exact NCBI synonym/all-names match; accepted scientific name is Physcomitrium patens.
Phytophthora_ramorum	Phytophthora ramorum	Phytophthora ramorum	164328	4783	Phytophthora	131567;2759;2698737;33634;4762;3418804;4776;4777;4783	cellular organisms;Eukaryota;Sar;Stramenopiles;Oomycota;Peronosporomycetes;Peronosporales;Peronosporaceae;Phytophthora	REVIEWED	NCBI_TAXDUMP_EXACT_SCIENTIFIC_NAME	NCBI Taxonomy taxdump.tar.gz	2026-09-07	taxdump-2026-09-07T08:30Z	OpenAI Codex exact-match review for Peter Thorpe	2026-09-07T13:26:15.595489Z	Unique exact NCBI scientific-name match.
Plasmodium_falciparum	Plasmodium falciparum	Plasmodium falciparum	5833	418107	Laverania	131567;2759;2698737;33630;5794;422676;5819;1639119;5820;418107	cellular organisms;Eukaryota;Sar;Alveolata;Apicomplexa;Aconoidasida;Haemosporida;Plasmodiidae;Plasmodium;Laverania	REVIEWED	NCBI_TAXDUMP_EXACT_SCIENTIFIC_NAME	NCBI Taxonomy taxdump.tar.gz	2026-09-07	taxdump-2026-09-07T08:30Z	OpenAI Codex exact-match review for Peter Thorpe	2026-09-07T13:26:15.595489Z	Unique exact NCBI scientific-name match.
Populus_trichocarpa	Populus trichocarpa	Populus trichocarpa	3694	3689	Populus	131567;2759;33090;35493;131221;3193;58023;78536;58024;3398;1437183;71240;91827;1437201;71275;91835;3646;3688;238069;3689	cellular organisms;Eukaryota;Viridiplantae;Streptophyta;Streptophytina;Embryophyta;Tracheophyta;Euphyllophyta;Spermatophyta;Magnoliopsida;Mesangiospermae;eudicotyledons;Gunneridae;Pentapetalae;rosids;fabids;Malpighiales;Salicaceae;Saliceae;Populus	REVIEWED	NCBI_TAXDUMP_EXACT_SCIENTIFIC_NAME	NCBI Taxonomy taxdump.tar.gz	2026-09-07	taxdump-2026-09-07T08:30Z	OpenAI Codex exact-match review for Peter Thorpe	2026-09-07T13:26:15.595489Z	Unique exact NCBI scientific-name match.
Puccinia_graminis	Puccinia graminis	Puccinia graminis	5297	5296	Puccinia	131567;2759;33154;4751;451864;5204;29000;162484;5258;5262;5296	cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Basidiomycota;Pucciniomycotina;Pucciniomycetes;Pucciniales;Pucciniaceae;Puccinia	REVIEWED	NCBI_TAXDUMP_EXACT_SCIENTIFIC_NAME	NCBI Taxonomy taxdump.tar.gz	2026-09-07	taxdump-2026-09-07T08:30Z	OpenAI Codex exact-match review for Peter Thorpe	2026-09-07T13:26:15.595489Z	Unique exact NCBI scientific-name match.
Rattus_norvegicus	Rattus norvegicus	Rattus norvegicus	10116	10114	Rattus	131567;2759;33154;33208;6072;33213;33511;7711;89593;7742;7776;117570;117571;8287;1338369;32523;32524;40674;32525;9347;1437010;314146;314147;9989;1963758;337687;10066;39107;10114	cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Mammalia;Theria;Eutheria;Boreoeutheria;Euarchontoglires;Glires;Rodentia;Myomorpha;Muroidea;Muridae;Murinae;Rattus	REVIEWED	NCBI_TAXDUMP_EXACT_SCIENTIFIC_NAME	NCBI Taxonomy taxdump.tar.gz	2026-09-07	taxdump-2026-09-07T08:30Z	OpenAI Codex exact-match review for Peter Thorpe	2026-09-07T13:26:15.595489Z	Unique exact NCBI scientific-name match.
Saccharomyces_cerevisiae	Saccharomyces cerevisiae	Saccharomyces cerevisiae	4932	4930	Saccharomyces	131567;2759;33154;4751;451864;4890;716545;147537;4891;4892;4893;4930	cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Saccharomycotina;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;Saccharomyces	REVIEWED	NCBI_TAXDUMP_EXACT_SCIENTIFIC_NAME	NCBI Taxonomy taxdump.tar.gz	2026-09-07	taxdump-2026-09-07T08:30Z	OpenAI Codex exact-match review for Peter Thorpe	2026-09-07T13:26:15.595489Z	Unique exact NCBI scientific-name match.
Schizosaccharomyces_pombe	Schizosaccharomyces pombe	Schizosaccharomyces pombe	4896	4895	Schizosaccharomyces	131567;2759;33154;4751;451864;4890;451866;147554;34346;4894;4895	cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;Taphrinomycotina;Schizosaccharomycetes;Schizosaccharomycetales;Schizosaccharomycetaceae;Schizosaccharomyces	REVIEWED	NCBI_TAXDUMP_EXACT_SCIENTIFIC_NAME	NCBI Taxonomy taxdump.tar.gz	2026-09-07	taxdump-2026-09-07T08:30Z	OpenAI Codex exact-match review for Peter Thorpe	2026-09-07T13:26:15.595489Z	Unique exact NCBI scientific-name match.
Sclerotinia_sclerotiorum	Sclerotinia sclerotiorum	Sclerotinia sclerotiorum	5180	5179	Sclerotinia	131567;2759;33154;4751;451864;4890;716545;147538;716546;715989;147548;5178;28983;5179	cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Pezizomycotina;leotiomyceta;sordariomyceta;Leotiomycetes;Helotiales;Sclerotiniaceae;Sclerotinia	REVIEWED	NCBI_TAXDUMP_EXACT_SCIENTIFIC_NAME	NCBI Taxonomy taxdump.tar.gz	2026-09-07	taxdump-2026-09-07T08:30Z	OpenAI Codex exact-match review for Peter Thorpe	2026-09-07T13:26:15.595489Z	Unique exact NCBI scientific-name match.
